Date,Open,High,Low,Price_USD,Volume,USD_Index,Inflation_Rate,Interest_Rate
2015-06-19,1473.85,1482.04,1467.31,1478.4,90678,100.33,1.65,2.14
2015-06-22,1484.62,1486.95,1478.31,1481.91,67875,97.47,1.1,1.92
2015-06-23,1486.14,1492.27,1482.16,1484.03,83259,102.24,1.18,2.44
2015-06-24,1484.38,1489.66,1481.85,1482.7,102153,97.75,2.05,2.26
2015-06-25,1481.49,1484.88,1473.74,1482.3,48301,98.0,1.99,1.95
2015-06-26,1486.92,1487.7,1474.34,1478.79,126786,98.61,1.46,2.08
2015-06-29,1480.98,1483.89,1469.61,1478.79,102171,98.09,1.85,1.91
2015-06-30,1477.77,1483.34,1477.45,1482.07,147298,101.87,1.86,2.01
2015-07-01,1475.36,1479.51,1468.77,1474.26,125901,96.13,1.72,2.12
2015-07-02,1478.69,1483.88,1473.99,1475.36,103567,96.84,1.58,2.19
2015-07-03,1476.79,1489.71,1469.03,1479.4,85619,95.72,1.75,1.87
2015-07-06,1481.34,1486.41,1464.71,1476.52,181524,103.43,1.79,1.94
2015-07-07,1481.18,1482.55,1478.37,1479.49,235142,97.89,1.76,2.2
2015-07-08,1481.88,1492.5,1472.13,1492.37,86192,96.68,1.21,2.25
2015-07-09,1492.92,1496.93,1485.88,1491.58,149779,97.89,2.1,1.94
2015-07-10,1491.32,1498.58,1483.41,1493.14,74406,100.72,2.19,2.2
2015-07-13,1491.11,1502.92,1488.67,1488.71,78036,100.29,1.11,1.87
2015-07-14,1493.48,1494.59,1486.06,1489.26,84584,97.18,1.72,2.01
2015-07-15,1492.0,1492.51,1485.0,1491.13,129815,97.61,2.1,1.88
2015-07-16,1499.2,1504.3,1485.2,1491.75,64217,94.97,1.84,1.99
2015-07-17,1485.87,1497.77,1481.08,1486.67,183502,98.99,1.84,2.33
2015-07-20,1489.47,1489.64,1483.63,1486.68,143651,101.85,1.23,2.04
2015-07-21,1496.85,1502.71,1492.85,1493.25,128618,97.14,1.79,2.0
2015-07-22,1494.63,1498.91,1491.59,1495.06,87769,100.17,1.65,1.96
2015-07-23,1502.81,1510.18,1498.45,1499.3,137557,97.09,1.78,2.0
2015-07-24,1495.22,1499.0,1489.46,1497.89,30731,95.82,1.33,1.92
2015-07-27,1498.56,1500.83,1492.85,1500.46,117754,100.24,1.32,2.06
2015-07-28,1495.57,1506.94,1489.2,1501.49,105245,104.4,1.55,2.03
2015-07-29,1497.78,1510.34,1495.06,1496.7,46421,99.93,1.49,1.97
2015-07-30,1499.37,1502.24,1487.91,1497.9,116134,97.52,1.55,1.96
2015-07-31,1498.22,1505.13,1492.14,1492.94,125035,97.72,1.46,2.06
2015-08-03,1492.54,1493.1,1485.4,1489.0,47028,103.4,1.53,1.92
2015-08-04,1488.32,1495.01,1480.5,1489.6,61407,99.39,1.42,2.0
2015-08-05,1485.43,1490.8,1482.95,1490.7,225427,96.7,1.57,1.96
2015-08-06,1486.76,1489.65,1484.77,1484.83,91624,98.5,1.23,1.7
2015-08-07,1494.44,1499.65,1488.08,1489.47,145837,99.16,1.71,2.16
2015-08-10,1494.57,1503.47,1489.53,1491.2,154928,99.78,1.64,1.75
2015-08-11,1492.44,1495.79,1480.62,1487.6,115563,102.42,1.26,1.76
2015-08-12,1479.17,1486.32,1478.85,1480.12,148285,101.88,1.91,2.16
2015-08-13,1477.08,1481.31,1467.31,1479.15,42397,99.19,1.37,1.86
2015-08-14,1473.51,1481.65,1472.14,1476.78,90020,98.61,1.88,1.71
2015-08-17,1476.1,1481.51,1473.5,1476.35,28789,99.71,1.66,2.22
2015-08-18,1474.03,1477.27,1473.23,1474.37,49097,97.22,1.83,1.93
2015-08-19,1465.7,1473.59,1461.51,1464.79,79347,101.26,1.62,2.2
2015-08-20,1462.14,1471.83,1453.32,1462.71,75647,98.32,1.72,1.88
2015-08-21,1460.43,1467.72,1458.29,1461.01,100364,100.07,1.82,1.77
2015-08-24,1459.58,1464.45,1454.14,1462.99,97903,103.11,2.05,1.97
2015-08-25,1463.61,1466.13,1452.12,1459.48,104140,100.23,1.84,1.84
2015-08-26,1467.27,1471.36,1452.62,1466.93,105861,99.37,1.68,2.08
2015-08-27,1457.07,1459.5,1447.21,1457.84,112777,97.57,1.23,2.12
2015-08-28,1460.3,1470.26,1453.31,1463.58,67264,98.62,0.97,2.15
2015-08-31,1455.76,1464.24,1453.39,1461.6,73871,95.99,1.54,1.97
2015-09-01,1471.03,1472.91,1465.14,1465.28,97270,100.14,1.39,2.22
2015-09-02,1467.79,1470.82,1464.85,1465.36,97876,93.47,1.4,1.87
2015-09-03,1463.17,1472.45,1462.76,1470.33,64037,101.19,1.55,2.03
2015-09-04,1471.61,1474.04,1454.11,1468.25,152150,100.61,1.73,1.99
2015-09-07,1466.28,1474.47,1455.91,1462.23,131915,99.07,1.41,2.3
2015-09-08,1469.05,1481.25,1464.31,1468.5,69990,97.45,1.79,2.19
2015-09-09,1474.72,1479.43,1458.04,1467.69,90821,98.75,1.57,2.01
2015-09-10,1469.37,1478.42,1464.8,1468.42,220535,94.35,1.58,2.03
2015-09-11,1467.59,1481.09,1465.28,1473.85,105264,100.8,2.03,2.23
2015-09-14,1469.73,1473.47,1462.04,1468.12,115644,98.37,1.61,1.89
2015-09-15,1471.67,1478.83,1467.72,1470.59,77375,102.55,1.55,1.7
2015-09-16,1464.91,1471.65,1463.79,1467.57,87095,99.77,1.69,1.85
2015-09-17,1469.19,1471.33,1461.16,1466.66,180688,99.37,2.01,1.94
2015-09-18,1459.37,1472.57,1454.16,1466.71,103292,99.8,1.55,2.2
2015-09-21,1463.19,1470.52,1455.96,1458.85,95954,96.42,1.67,2.15
2015-09-22,1451.16,1456.08,1448.05,1454.99,99017,97.76,1.53,1.99
2015-09-23,1456.59,1467.94,1444.53,1460.91,273252,99.17,1.53,2.06
2015-09-24,1464.2,1470.92,1455.9,1464.7,100300,98.05,1.44,1.89
2015-09-25,1466.02,1466.7,1462.34,1464.12,70825,97.37,1.42,2.31
2015-09-28,1465.02,1470.68,1463.4,1464.3,75952,98.11,1.98,2.17
2015-09-29,1459.39,1465.15,1449.87,1462.65,134901,98.94,1.42,2.0
2015-09-30,1466.39,1477.38,1458.85,1468.62,55748,104.58,1.17,1.98
2015-10-01,1462.42,1468.28,1460.09,1467.41,118211,97.98,1.59,2.09
2015-10-02,1467.2,1468.95,1462.46,1468.19,73900,97.09,1.81,1.98
2015-10-05,1477.3,1489.22,1460.32,1472.55,46933,98.37,1.87,1.71
2015-10-06,1468.64,1475.63,1464.01,1468.66,66700,102.53,1.26,2.21
2015-10-07,1479.4,1486.45,1473.47,1475.59,99808,102.66,1.83,2.16
2015-10-08,1474.62,1480.93,1466.89,1468.21,172485,103.66,2.07,2.04
2015-10-09,1472.87,1480.51,1471.37,1475.47,142248,98.88,1.38,1.92
2015-10-12,1471.96,1480.4,1470.38,1472.79,87774,100.35,1.51,1.98
2015-10-13,1480.96,1482.62,1467.18,1471.37,145637,96.13,1.24,1.58
2015-10-14,1468.69,1472.11,1458.69,1462.35,85586,97.94,2.01,1.81
2015-10-15,1452.64,1466.36,1439.16,1459.97,54906,96.06,1.18,2.24
2015-10-16,1456.59,1463.19,1452.28,1454.9,99551,100.07,1.45,2.05
2015-10-19,1451.19,1457.6,1450.29,1451.19,54047,99.01,1.75,1.68
2015-10-20,1454.53,1454.79,1448.93,1450.94,135477,99.48,1.38,1.85
2015-10-21,1452.45,1459.87,1441.83,1455.7,136264,96.76,1.3,1.68
2015-10-22,1453.36,1458.15,1448.96,1457.03,69425,101.0,1.53,1.85
2015-10-23,1455.87,1464.32,1448.6,1458.83,104635,92.84,2.14,1.95
2015-10-26,1452.37,1460.82,1451.97,1454.86,104236,98.26,1.48,2.21
2015-10-27,1454.76,1457.26,1450.32,1451.21,139914,98.65,1.49,2.08
2015-10-28,1454.66,1461.68,1454.55,1459.84,59992,93.79,1.27,1.92
2015-10-29,1454.12,1464.47,1447.32,1456.84,125466,99.83,1.64,1.93
2015-10-30,1456.98,1470.61,1456.67,1464.84,58296,98.38,1.77,1.84
2015-11-02,1469.21,1473.82,1462.28,1464.79,134709,100.21,1.39,2.13
2015-11-03,1470.77,1475.39,1464.85,1465.18,151006,103.81,1.68,2.14
2015-11-04,1469.07,1477.27,1465.47,1470.51,75520,99.58,1.39,1.76
2015-11-05,1475.48,1482.89,1467.26,1476.8,160757,101.15,1.07,1.7
2015-11-06,1478.68,1480.58,1475.86,1476.67,52595,102.17,1.66,1.91
2015-11-09,1482.47,1487.11,1471.33,1475.94,153251,99.95,2.06,1.93
2015-11-10,1477.88,1481.97,1467.48,1476.07,175497,96.56,1.24,1.99
2015-11-11,1474.93,1481.52,1466.93,1478.03,113360,94.61,1.58,1.7
2015-11-12,1475.37,1487.01,1473.09,1482.57,91289,99.61,1.87,1.85
2015-11-13,1478.01,1484.6,1471.89,1482.97,111856,97.67,1.51,1.94
2015-11-16,1487.28,1497.52,1485.47,1486.95,77535,101.85,1.18,1.83
2015-11-17,1492.1,1500.91,1485.43,1495.04,282053,97.39,1.55,2.08
2015-11-18,1498.1,1500.68,1493.82,1497.22,78072,98.53,1.91,2.23
2015-11-19,1496.6,1507.29,1494.95,1499.09,167202,95.65,1.41,1.87
2015-11-20,1487.58,1497.7,1485.0,1492.32,73387,97.74,1.59,2.08
2015-11-23,1475.86,1490.71,1474.35,1481.09,186973,96.33,1.27,1.89
2015-11-24,1490.24,1500.09,1481.54,1483.28,220782,96.54,1.51,1.8
2015-11-25,1487.18,1490.37,1482.29,1483.23,115196,98.54,1.63,1.84
2015-11-26,1488.9,1490.02,1479.72,1481.21,110709,97.17,1.56,2.06
2015-11-27,1485.14,1487.58,1472.28,1482.73,67330,105.25,1.42,1.85
2015-11-30,1481.62,1487.52,1478.79,1483.54,64198,100.76,1.64,1.87
2015-12-01,1495.12,1506.13,1485.79,1489.2,111208,101.33,1.7,1.77
2015-12-02,1489.85,1490.08,1488.19,1490.0,176888,98.34,1.71,2.03
2015-12-03,1487.87,1495.52,1480.6,1486.88,79278,98.9,1.46,2.01
2015-12-04,1491.72,1492.12,1487.33,1491.92,238749,97.53,1.37,2.15
2015-12-07,1478.79,1504.61,1470.03,1491.98,77338,105.16,2.02,2.02
2015-12-08,1502.05,1505.11,1486.43,1494.85,108202,98.31,1.56,2.0
2015-12-09,1495.19,1496.36,1482.67,1492.99,108315,97.09,1.46,2.02
2015-12-10,1491.8,1497.21,1482.59,1490.33,94786,96.73,1.16,1.89
2015-12-11,1490.84,1492.78,1483.79,1491.11,43585,99.45,1.29,1.95
2015-12-14,1492.99,1494.74,1483.99,1492.26,77062,102.15,1.37,2.07
2015-12-15,1492.23,1497.08,1491.96,1494.91,106922,101.3,1.64,1.8
2015-12-16,1496.8,1498.19,1491.86,1494.03,94997,96.7,1.44,2.18
2015-12-17,1479.98,1491.51,1471.43,1485.8,127322,96.7,1.53,2.02
2015-12-18,1485.0,1490.02,1483.32,1484.17,133617,101.78,1.17,2.23
2015-12-21,1491.48,1501.87,1478.62,1488.97,89676,103.88,1.87,1.75
2015-12-22,1487.08,1493.74,1484.88,1487.96,67173,98.27,1.34,1.75
2015-12-23,1488.85,1497.21,1474.92,1487.2,183382,101.65,1.58,1.98
2015-12-24,1487.78,1497.96,1483.83,1492.21,57400,94.94,1.39,1.94
2015-12-25,1484.94,1491.37,1483.7,1489.26,77798,96.51,1.44,1.85
2015-12-28,1484.18,1491.49,1478.98,1483.12,70264,96.15,1.32,1.73
2015-12-29,1485.78,1489.22,1479.67,1482.76,133063,99.7,1.59,1.88
2015-12-30,1472.56,1486.39,1467.84,1480.88,167177,98.24,1.27,1.95
2015-12-31,1479.08,1481.67,1466.7,1476.77,92090,99.31,1.6,4.72
2016-01-01,1473.93,1480.59,1467.2,1476.34,108218,101.77,1.49,4.85
2016-01-04,1478.85,1493.23,1476.76,1479.71,117184,97.06,1.67,4.97
2016-01-05,1474.1,1487.87,1472.3,1480.05,203130,98.93,1.7,5.03
2016-01-06,1478.08,1489.53,1472.55,1481.87,48560,95.33,1.44,4.87
2016-01-07,1495.07,1496.4,1486.86,1490.74,132944,101.52,1.61,4.79
2016-01-08,1489.67,1500.77,1487.7,1489.52,114761,101.36,1.4,4.93
2016-01-11,1490.21,1496.09,1486.25,1491.92,85106,99.51,1.84,4.87
2016-01-12,1489.4,1495.42,1485.9,1489.92,112475,98.92,1.42,4.69
2016-01-13,1488.52,1489.51,1484.89,1486.34,132764,97.37,1.46,4.84
2016-01-14,1485.95,1488.15,1473.83,1483.99,124649,95.17,1.4,4.81
2016-01-15,1481.8,1483.2,1477.86,1482.14,234075,99.44,1.33,4.91
2016-01-18,1489.77,1490.18,1476.89,1484.9,103880,100.55,2.02,4.79
2016-01-19,1500.68,1508.84,1489.29,1496.32,99783,103.62,1.63,4.82
2016-01-20,1495.19,1497.73,1482.76,1493.34,91810,97.61,1.53,4.87
2016-01-21,1492.01,1494.74,1490.73,1491.77,123154,99.28,1.39,4.99
2016-01-22,1494.8,1501.77,1487.15,1491.86,97457,101.39,1.79,4.91
2016-01-25,1496.22,1498.55,1482.4,1494.81,99238,101.44,1.37,5.29
2016-01-26,1501.21,1508.78,1494.44,1496.44,99422,97.01,1.54,4.7
2016-01-27,1506.96,1514.23,1498.01,1502.9,93541,97.82,2.06,5.03
2016-01-28,1487.29,1492.66,1486.16,1491.85,77383,97.29,1.27,4.88
2016-01-29,1476.23,1481.88,1470.44,1481.06,116686,96.43,1.64,4.68
2016-02-01,1476.71,1483.58,1473.61,1479.83,88078,102.37,1.58,4.83
2016-02-02,1489.69,1493.36,1481.74,1485.34,126180,98.81,1.64,4.66
2016-02-03,1471.42,1483.42,1469.73,1478.42,103187,98.52,1.43,4.9
2016-02-04,1466.59,1472.37,1459.19,1464.86,84572,99.43,1.36,4.84
2016-02-05,1469.47,1474.08,1464.22,1467.88,184597,98.92,1.56,4.78
2016-02-08,1475.21,1479.89,1469.99,1470.08,94757,98.22,1.39,4.72
2016-02-09,1466.21,1469.55,1464.42,1465.42,126643,96.9,0.92,5.03
2016-02-10,1455.37,1462.03,1455.3,1461.26,74608,102.75,1.3,4.86
2016-02-11,1452.99,1458.2,1450.48,1457.18,43905,97.44,1.42,4.91
2016-02-12,1452.9,1465.13,1452.88,1458.07,78684,96.53,1.23,4.91
2016-02-15,1453.91,1458.44,1451.05,1456.26,41983,98.67,1.54,4.89
2016-02-16,1458.11,1461.07,1457.37,1458.91,89792,104.25,1.31,4.83
2016-02-17,1441.17,1450.88,1438.75,1446.22,177630,96.9,1.49,5.1
2016-02-18,1449.07,1452.89,1437.87,1442.7,68726,100.75,2.04,5.21
2016-02-19,1432.25,1439.33,1428.79,1437.97,42513,98.4,1.81,5.09
2016-02-22,1443.66,1448.31,1433.63,1437.86,179890,99.63,1.65,4.87
2016-02-23,1440.9,1445.5,1432.55,1435.8,81622,101.34,1.95,4.86
2016-02-24,1443.67,1451.45,1432.37,1439.79,98096,94.7,1.48,5.03
2016-02-25,1428.77,1432.32,1424.62,1431.75,135308,96.82,1.48,4.76
2016-02-26,1433.8,1434.56,1426.16,1432.33,121694,101.33,1.23,5.12
2016-02-29,1430.4,1446.3,1427.89,1435.9,133279,99.28,1.81,4.98
2016-03-01,1448.65,1451.2,1442.44,1444.7,141516,99.49,1.98,4.82
2016-03-02,1442.56,1444.36,1438.63,1442.88,49097,100.76,1.72,4.91
2016-03-03,1442.96,1447.21,1434.39,1444.74,56064,96.74,1.85,4.96
2016-03-04,1431.65,1438.1,1426.08,1436.92,157702,101.66,0.81,4.8
2016-03-07,1416.57,1431.04,1408.84,1427.18,72207,101.15,2.08,5.01
2016-03-08,1426.9,1431.98,1426.6,1431.36,75428,99.66,1.47,5.05
2016-03-09,1436.48,1436.56,1426.28,1431.7,59567,100.24,2.08,4.82
2016-03-10,1435.67,1438.85,1431.21,1437.4,83953,101.93,1.92,4.79
2016-03-11,1430.84,1436.88,1428.93,1431.57,85842,97.58,1.68,4.84
2016-03-14,1437.79,1441.67,1434.19,1434.97,67847,100.69,1.4,4.68
2016-03-15,1451.64,1454.46,1443.23,1443.81,64780,103.33,1.53,4.6
2016-03-16,1451.85,1455.73,1444.35,1446.1,112135,100.56,1.01,4.79
2016-03-17,1443.52,1449.66,1443.44,1447.74,71462,98.38,1.72,4.71
2016-03-18,1439.72,1456.42,1439.47,1448.16,77456,104.73,0.85,5.12
2016-03-21,1452.27,1455.6,1439.07,1442.06,41170,99.56,1.41,4.78
2016-03-22,1458.47,1465.07,1439.48,1448.61,214331,102.43,1.87,4.92
2016-03-23,1447.02,1450.49,1439.73,1446.2,143879,97.9,1.67,4.75
2016-03-24,1443.36,1451.04,1439.21,1448.88,80989,101.6,1.1,5.11
2016-03-25,1446.31,1451.55,1440.37,1442.14,68896,97.62,1.15,4.82
2016-03-28,1437.37,1442.01,1433.56,1437.84,99146,99.83,1.34,4.66
2016-03-29,1444.24,1452.5,1436.12,1444.73,98065,97.45,1.5,4.94
2016-03-30,1447.4,1450.95,1433.6,1443.53,59255,103.73,1.7,4.88
2016-03-31,1451.98,1457.53,1446.45,1450.53,35588,98.37,1.63,5.02
2016-04-01,1445.39,1457.83,1440.25,1450.55,79983,96.15,1.22,4.82
2016-04-04,1441.81,1447.45,1438.59,1443.21,52820,99.21,1.64,4.85
2016-04-05,1450.52,1455.69,1445.33,1447.65,105720,100.28,1.66,4.61
2016-04-06,1447.55,1449.15,1441.85,1445.34,106004,98.89,1.6,4.96
2016-04-07,1450.04,1456.35,1445.2,1448.9,66883,96.9,2.1,4.84
2016-04-08,1453.45,1454.16,1447.35,1449.39,79711,101.52,1.66,4.81
2016-04-11,1441.85,1444.61,1434.75,1443.42,199828,102.12,1.72,4.8
2016-04-12,1445.32,1447.4,1442.99,1444.54,134598,94.85,1.95,4.79
2016-04-13,1440.22,1463.08,1429.65,1454.95,82380,96.69,1.69,4.96
2016-04-14,1455.63,1462.36,1445.2,1457.59,246911,98.47,1.34,4.69
2016-04-15,1461.05,1463.91,1454.87,1457.71,61158,97.54,1.79,4.94
2016-04-18,1462.01,1475.23,1461.21,1463.72,71319,100.13,1.38,4.58
2016-04-19,1463.03,1467.67,1461.25,1465.08,94447,103.41,1.23,4.54
2016-04-20,1461.84,1476.53,1459.99,1466.43,53508,97.84,1.25,5.03
2016-04-21,1466.17,1483.83,1461.54,1461.77,202020,102.77,1.78,4.67
2016-04-22,1465.64,1469.68,1460.65,1463.23,106219,95.15,1.63,4.84
2016-04-25,1472.72,1473.66,1467.86,1469.08,71971,99.92,1.74,4.78
2016-04-26,1458.01,1470.58,1456.17,1465.6,118079,97.32,1.63,4.87
2016-04-27,1471.87,1477.3,1464.83,1472.58,104654,99.94,1.52,4.83
2016-04-28,1471.3,1482.61,1468.59,1472.54,87390,94.36,1.55,4.97
2016-04-29,1467.57,1473.36,1462.88,1468.81,60875,95.56,1.62,4.6
2016-05-02,1471.78,1476.7,1471.6,1474.51,55576,99.92,1.32,4.91
2016-05-03,1472.03,1479.12,1470.26,1473.56,236740,97.17,1.15,4.8
2016-05-04,1481.24,1482.1,1475.8,1477.47,57463,97.9,1.35,4.58
2016-05-05,1468.03,1481.66,1461.81,1476.5,194694,103.31,1.61,4.73
2016-05-06,1484.48,1486.78,1475.2,1476.61,70410,99.06,1.31,4.57
2016-05-09,1482.13,1483.86,1473.93,1479.99,135403,100.95,2.0,4.56
2016-05-10,1481.54,1498.45,1475.1,1481.73,118916,96.78,1.58,4.74
2016-05-11,1476.84,1483.21,1465.73,1472.83,128819,95.39,1.5,4.98
2016-05-12,1461.62,1474.77,1459.17,1468.02,132297,98.58,1.32,4.85
2016-05-13,1469.77,1481.31,1465.41,1472.71,51811,95.02,1.7,5.0
2016-05-16,1472.63,1477.34,1463.1,1473.17,75317,97.0,1.16,4.81
2016-05-17,1477.15,1477.59,1466.33,1471.12,57112,99.35,1.55,5.03
2016-05-18,1465.02,1471.09,1462.84,1465.22,106480,98.53,1.36,5.02
2016-05-19,1462.6,1471.96,1458.13,1460.63,58143,99.68,1.5,4.66
2016-05-20,1449.17,1459.92,1447.8,1451.73,44693,100.41,1.59,4.81
2016-05-23,1454.45,1457.56,1448.31,1452.33,89770,95.92,1.18,4.69
2016-05-24,1457.27,1467.67,1447.22,1449.98,40797,96.57,1.05,4.77
2016-05-25,1450.26,1450.29,1444.07,1445.94,109479,93.51,1.23,5.04
2016-05-26,1445.66,1460.99,1445.22,1446.01,59691,98.03,1.68,4.7
2016-05-27,1450.98,1451.82,1442.13,1448.05,70528,100.78,1.56,4.61
2016-05-30,1461.22,1464.59,1453.37,1458.69,39649,102.58,1.36,4.62
2016-05-31,1454.35,1462.49,1448.94,1452.14,191002,99.38,1.95,4.73
2016-06-01,1462.7,1470.17,1455.0,1457.83,54986,102.3,1.78,5.35
2016-06-02,1467.54,1470.53,1456.09,1462.69,85340,99.78,1.72,5.01
2016-06-03,1458.93,1460.31,1456.3,1459.48,48209,99.12,1.28,4.36
2016-06-06,1464.3,1467.31,1460.62,1461.49,70666,97.31,1.72,4.78
2016-06-07,1458.08,1464.53,1455.87,1459.76,198934,92.88,1.54,4.69
2016-06-08,1456.95,1461.88,1455.22,1461.0,111189,101.9,1.28,4.93
2016-06-09,1467.15,1474.86,1454.92,1468.34,73905,98.65,1.43,4.6
2016-06-10,1471.19,1482.01,1465.89,1471.53,97375,102.23,1.2,4.63
2016-06-13,1467.61,1475.26,1461.91,1474.96,78887,96.36,1.28,4.69
2016-06-14,1477.15,1484.61,1467.27,1473.35,95133,104.82,1.17,4.67
2016-06-15,1454.68,1472.29,1451.75,1466.86,132925,98.17,1.7,4.87
2016-06-16,1478.22,1478.71,1462.9,1466.28,86470,97.07,1.44,4.73
2016-06-17,1478.88,1489.22,1471.92,1472.25,107796,98.22,1.22,4.93
2016-06-20,1465.1,1469.59,1462.2,1466.25,108510,99.22,1.58,4.65
2016-06-21,1461.81,1473.02,1460.94,1461.77,86642,98.66,1.45,4.9
2016-06-22,1464.06,1476.84,1461.17,1462.73,73543,97.54,1.72,4.6
2016-06-23,1456.0,1465.47,1445.58,1458.58,80011,94.35,1.49,4.86
2016-06-24,1456.17,1460.92,1450.25,1455.32,130571,96.87,1.09,4.69
2016-06-27,1453.82,1458.14,1450.58,1454.45,134991,101.57,1.33,4.9
2016-06-28,1448.17,1451.25,1446.52,1448.58,62622,96.73,1.16,4.4
2016-06-29,1445.3,1454.82,1443.04,1444.52,88929,94.67,1.59,4.65
2016-06-30,1442.39,1454.47,1441.82,1448.1,73045,96.3,1.72,4.94
2016-07-01,1442.7,1445.46,1436.35,1442.52,135941,98.76,1.06,4.73
2016-07-04,1437.04,1440.13,1420.13,1436.33,81757,97.13,1.42,4.51
2016-07-05,1434.41,1439.35,1430.43,1433.86,238081,98.35,1.74,4.65
2016-07-06,1436.61,1445.33,1426.6,1437.54,107705,97.02,1.06,4.82
2016-07-07,1441.93,1443.59,1430.15,1437.02,158387,101.55,1.34,4.64
2016-07-08,1433.77,1437.5,1419.98,1435.3,65785,100.26,1.45,4.93
2016-07-11,1437.53,1449.67,1433.11,1436.55,99179,104.57,1.71,4.92
2016-07-12,1434.6,1437.6,1423.6,1429.04,126306,98.13,1.58,4.85
2016-07-13,1431.3,1436.94,1430.84,1431.64,65295,98.35,1.63,4.91
2016-07-14,1434.67,1442.44,1429.4,1433.75,99522,102.01,1.6,4.67
2016-07-15,1431.86,1436.0,1421.74,1432.27,150353,100.04,1.35,4.97
2016-07-18,1443.21,1450.42,1431.9,1437.87,86596,96.66,1.86,4.91
2016-07-19,1432.04,1436.02,1427.34,1433.14,70213,100.45,1.28,4.73
2016-07-20,1444.16,1447.31,1435.56,1438.62,203045,100.0,0.75,4.5
2016-07-21,1439.25,1441.26,1436.34,1439.7,61777,94.52,0.99,4.39
2016-07-22,1434.84,1442.12,1433.02,1438.55,105067,97.38,1.41,4.89
2016-07-25,1442.44,1447.18,1439.02,1439.51,74361,99.48,1.36,4.5
2016-07-26,1438.08,1440.93,1430.24,1439.4,67864,102.62,1.31,4.6
2016-07-27,1448.01,1450.85,1444.74,1445.32,132808,100.7,1.48,4.81
2016-07-28,1429.0,1444.68,1423.51,1440.8,90924,97.58,1.74,4.55
2016-07-29,1437.74,1439.32,1434.65,1437.72,116117,97.25,1.55,5.1
2016-08-01,1441.48,1445.36,1433.9,1443.47,40052,100.97,1.6,4.77
2016-08-02,1436.54,1441.42,1431.53,1441.14,120722,92.93,1.17,4.96
2016-08-03,1443.21,1448.29,1443.17,1445.61,73995,96.94,1.31,4.89
2016-08-04,1451.25,1456.02,1442.33,1453.75,46558,102.42,1.61,4.35
2016-08-05,1452.08,1454.4,1448.12,1452.29,209797,99.65,1.47,4.84
2016-08-08,1450.5,1461.41,1444.38,1456.47,125543,96.98,1.56,4.73
2016-08-09,1452.95,1454.24,1440.1,1451.57,108110,95.91,1.59,4.72
2016-08-10,1461.37,1465.2,1454.41,1455.4,162716,100.98,1.48,4.73
2016-08-11,1457.92,1466.49,1453.63,1456.7,108991,99.07,1.83,4.89
2016-08-12,1462.79,1468.54,1454.74,1459.25,71722,98.3,1.3,4.97
2016-08-15,1462.13,1462.21,1449.74,1457.35,92043,99.8,1.23,4.55
2016-08-16,1455.5,1456.73,1442.72,1450.12,75256,99.33,0.99,4.74
2016-08-17,1460.95,1467.06,1444.38,1452.8,80810,99.12,1.62,4.93
2016-08-18,1441.6,1446.52,1441.41,1443.76,59689,95.66,1.29,4.69
2016-08-19,1439.59,1450.63,1433.61,1442.7,66969,96.41,1.75,4.75
2016-08-22,1451.44,1451.85,1447.76,1448.04,141186,100.81,1.5,4.75
2016-08-23,1452.37,1454.16,1444.17,1449.29,112738,100.33,1.35,5.04
2016-08-24,1461.99,1463.53,1452.04,1458.59,80724,99.81,1.17,4.83
2016-08-25,1471.99,1480.67,1454.13,1463.69,65433,97.35,1.64,5.03
2016-08-26,1461.11,1475.64,1455.1,1461.06,83938,100.75,1.42,4.98
2016-08-29,1464.13,1470.69,1456.18,1462.26,50335,97.9,1.5,4.68
2016-08-30,1458.12,1467.05,1457.88,1462.42,103844,102.08,1.58,4.76
2016-08-31,1464.85,1467.53,1449.96,1455.53,144089,97.01,1.5,5.02
2016-09-01,1450.14,1470.97,1443.56,1451.6,254432,97.6,1.22,4.54
2016-09-02,1448.08,1456.86,1446.76,1449.42,63493,98.55,1.56,4.82
2016-09-05,1439.7,1447.12,1436.3,1441.2,141707,101.11,1.63,4.82
2016-09-06,1439.0,1444.72,1434.97,1441.79,74392,98.9,1.52,4.66
2016-09-07,1437.89,1442.02,1433.3,1441.04,62856,99.09,1.59,4.65
2016-09-08,1431.59,1436.18,1427.17,1433.84,62845,98.07,1.61,4.67
2016-09-09,1430.16,1439.71,1429.25,1436.04,104432,99.7,1.33,4.81
2016-09-12,1436.94,1445.48,1431.55,1440.33,68028,98.82,1.32,4.92
2016-09-13,1450.17,1454.9,1441.37,1441.74,77440,97.03,1.98,4.81
2016-09-14,1443.82,1445.28,1429.48,1440.64,82771,99.31,1.76,4.51
2016-09-15,1447.72,1450.13,1440.48,1443.71,73424,99.35,1.41,4.92
2016-09-16,1452.29,1458.63,1445.23,1447.18,71322,104.82,1.6,4.88
2016-09-19,1457.62,1462.0,1439.37,1449.64,37359,97.4,1.19,4.66
2016-09-20,1438.57,1451.44,1423.78,1446.26,102209,96.85,1.27,4.6
2016-09-21,1442.55,1452.74,1429.05,1447.9,101424,99.64,1.11,4.56
2016-09-22,1450.23,1457.95,1442.53,1453.74,71758,96.41,1.49,4.85
2016-09-23,1449.34,1454.37,1448.9,1451.39,114022,96.23,1.5,4.41
2016-09-26,1460.76,1467.4,1457.65,1462.08,172605,95.24,1.69,4.85
